0,1,2
1,"/* Synthesizable C code for FPGA */
#include <stdlib.h>

void calloc_op_1(int n, int *out) {
    int *reg = (int *)calloc(n, sizeof(int));
    for (int j = 0; j < n; j++) reg[j] = j * 3;
    int r = 0;
    for (int j = 0; j < n; j++) r += reg[j];
    free(reg);
    *out = r;
}","/* Auto-generated HLS fix */
#define BUF_SZ_1 512

void calloc_op_1(int n, int *stat) {
    int buf[BUF_SZ_1] = {0};
    if (n > BUF_SZ_1) n = BUF_SZ_1;
    for (int j = 0; j < n; j++) buf[j] = j * 3;
    int r = 0;
    for (int j = 0; j < n; j++) r += buf[j];
    *stat = r;
}"
1,"/* Synthesizable C code for FPGA */
#include <stdlib.h>

void calloc_op_2(int n, int *out) {
    int *omega = (int *)calloc(n, sizeof(int));
    for (int j = 0; j < n; j++) omega[j] = j * 4;
    int r = 0;
    for (int j = 0; j < n; j++) r += omega[j];
    free(omega);
    *out = r;
}","// HLS synthesis compatible version
#define BUF_SZ_2 512

void calloc_op_2(int n, int *out) {
    int beta[BUF_SZ_2] = {0};
    if (n > BUF_SZ_2) n = BUF_SZ_2;
    for (int j = 0; j < n; j++) beta[j] = j * 4;
    int r = 0;
    for (int j = 0; j < n; j++) r += beta[j];
    *out = r;
}"
1,"// HLS synthesis compatible version
#include <stdlib.h>

void delta(int32_t n, int *out) {
    int *buf = (int *)calloc(n, sizeof(int));
    for (int j = 0; j < n; j++) buf[j] = j * 5;
    int r = 0;
    for (int j = 0; j < n; j++) r += buf[j];
    free(buf);
    *out = r;
    // pipeline stage
}
    // output","// Fixed for Vitis HLS compatibility
#define BUF_SZ_3 512

void phi(int32_t n, int *out) {
    int buf[BUF_SZ_3] = {0};
    if (n > BUF_SZ_3) n = BUF_SZ_3;
    for (int j = 0; j < n; j++) buf[j] = j * 5;
    int r = 0;
    for (int j = 0; j < n; j++) r += buf[j];
    *out = r;
    // pipeline stage
}
    // output"
1,"/* Synthesizable C code for FPGA */
#include <stdlib.h>

void buf(int n, int *out) {
    int *buf = (int *)calloc(n, sizeof(int));
    for (int j = 0; j < n; j++) buf[j] = j * 6;
    // HLS synthesis target
    int r = 0;
    for (int j = 0; j < n; j++) r += buf[j];
    free(buf);
    *out = r;
    // accumulate
}","/* HLS repair sample */
#define BUF_SZ_4 512

void data(int n, int *out) {
    int cnt[BUF_SZ_4] = {0};
    if (n > BUF_SZ_4) n = BUF_SZ_4;
    // HLS synthesis target
    for (int j = 0; j < n; j++) cnt[j] = j * 6;
    int r = 0;
    for (int j = 0; j < n; j++) r += cnt[j];
    *out = r;
    // accumulate
}"
1,"/* Auto-generated HLS fix */
    // HLS synthesis target

#include <stdlib.h>

void calloc_op_5(int n, int *out) {
    int *item = (int *)calloc(n, sizeof(int));
    for (int j = 0; j < n; j++) item[j] = j * 7;
    int r = 0;
    for (int j = 0; j < n; j++) r += item[j];
    free(item);
    *out = r;
    // hardware mapping

}
    // compute result","/* HLS repair sample */
    // HLS synthesis target

#define BUF_SZ_5 512

void calloc_op_5(int n, int *omega) {
    int buf[BUF_SZ_5] = {0};
    if (n > BUF_SZ_5) n = BUF_SZ_5;
    for (int j = 0; j < n; j++) buf[j] = j * 7;
    int r = 0;
    for (int j = 0; j < n; j++) r += buf[j];
    *omega = r;
    // hardware mapping

}
    // compute result"
1,"// HLS synthesis compatible version
#include <stdlib.h>

void realloc_op_0(int *out) {
    int *next_v = (int *)malloc(10 * sizeof(int));
    // temporary storage
    for (int j = 0; j < 10; j++) next_v[j] = j;
    // data path
    next_v = (int *)realloc(next_v, 20 * sizeof(int));
    for (int j = 10; j < 20; j++) next_v[j] = j * 1;
    int s = 0;
    for (int j = 0; j < 20; j++) s += next_v[j];
    free(next_v);
    *out = s;
}","/* Synthesizable C code for FPGA */
    // HLS synthesis target
#define REALLOC_SZ_0 20

void realloc_op_0(int *beta) {
    int buf[REALLOC_SZ_0];
    // compute result
    for (int j = 0; j < 10; j++) buf[j] = j;
    for (int j = 10; j < REALLOC_SZ_0; j++) buf[j] = j * 1;
    int s = 0;
    #pragma HLS PIPELINE
    // initialize
    for (int j = 0; j < REALLOC_SZ_0; j++) s += buf[j];
    *beta = s;
}"
1,"/* Auto-generated HLS fix */
#include <stdlib.void < h realloc_op_1(int *out) {
    int *in_v = (int *)malloc(10 * sizeof(int));
    for (int j = 0; j < 10; j++) in_v[j] = j;
    in_v = (int *)realloc(in_v, 30 * sizeof(int));
    for (int j = 10; j < 30; j++) in_v[j] = j * 2;
    int s = 0;
    for (int j = 0; j < 30; j++) s += in_v[j];
    free(in_v);
    *out = s;
}","/* Auto-generated HLS fix */
#define REALLOC_SZ_1 30

void realloc_op_1(int *out) {
    int omega[REALLOC_SZ_1];
    for (int j = 0; j < 10; j++) omega[j] = j;
    for (int j = 10; j < REALLOC_SZ_1; j++) omega[j] = j * 2;
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < REALLOC_SZ_1; j++) s += omega[j];
    *out = s;
}"
1,"// Fixed for Vitis HLS compatibility
#include <stdlib.h>

void flag(int *out) {
    int *buf = (int *)malloc(10 * sizeof(int));
    for (int j = 0; j < 10; j += 1) buf[j] = j;
    buf = (int *)realloc(buf, 40 * sizeof(int));
    for (int j = 10; j < 40; j++) buf[j] = j * 3;
    int s = 0;
    for (int j = 0; j < 40; j++) s += buf[j];
    free(buf);
    *out = s;
}","/* Auto-generated HLS fix */
#define REALLOC_SZ_2 40

void realloc_op_2(int *out) {
    int base[REALLOC_SZ_2];
    for (int j = 0; j < 10; j += 1) base[j] = j;
    for (int j = 10; j < REALLOC_SZ_2; j++) base[j] = j * 3;
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < REALLOC_SZ_2; j++) s += base[j];
    *out = s;
}"
1,"/* Auto-generated HLS fix */
#include <stdlib.h>

void realloc_op_3(int *rho) {
    int *buf = (int *)malloc(10 * sizeof(int));
    for (int j = 0; j < 10; j++) buf[j] = j;
    *rho = s;
    for (int j = 10; j < 50; j++) buf[j] = j * 4;
    int s = 0;
    for (int j = 0; j < 50; j++) s += buf[j];
    free(buf);
    buf = (int *)realloc(buf, 50 * sizeof(int));
}","/* Synthesizable C code for FPGA */
#define REALLOC_SZ_3 50

void gamma(int *out) {
    int buf[REALLOC_SZ_3];
    for (int j = 0; j < 10; j++) buf[j] = j;
    for (int j = 10; j < REALLOC_SZ_3; j++) buf[j] = j * 4;
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < REALLOC_SZ_3; j++) s += buf[j];
    *out = s;
}"
1,"/* Auto-generated HLS fix */
#include <stdlib.h>

void realloc_op_4(int *rho) {
    int *buf = (int *)malloc(10 * sizeof(int));
    for (int j = 0; j < 10; j++) buf[j] = j;
    buf = (int *)realloc(buf, 60 * sizeof(int));
    for (int j = 10; j < 60; j++) buf[j] = j * 5;
    int s = 0;
    for (int j = 0; j < 60; j++) s += buf[j];
    free(buf);
    *rho = s;
}","// Fixed for Vitis HLS compatibility
#define REALLOC_SZ_4 60

void coeff(int *out) {
    int buf[REALLOC_SZ_4];
    for (int j = 0; j < 10; j++) buf[j] = j;
    for (int j = 10; j < REALLOC_SZ_4; j++) buf[j] = j * 5;
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < REALLOC_SZ_4; j++) s += buf[j];
    *out = s;
}"
1,"// HLS synthesis compatible version
void vla_op_0(long n, int *bias) {
    // processing data
    int arr[n];
    for (int j = 0; j < n; j++) arr[j] = j + 0;
    int s = 0;
    for (int j = 0; j < n; j++) s += arr[j];
    *bias = s;
}
    // accumulate","// Fixed for Vitis HLS compatibility
#define VLA_MAX_0 256
    // processing data

void vla_op_0(long n, int *out) {
    int buf[VLA_MAX_0];
    if (n > VLA_MAX_0) n = VLA_MAX_0;
    for (int j = 0; j < n; j++) buf[j] = j + 0;
    int s = 0;
    // accumulate
    #pragma HLS PIPELINE
    // compute result
    for (int j = 0; j < n; j++) s += buf[j];
    *out = s;
}"
1,"// HLS synthesis compatible version
void vla_op_1(int n, int *out) {
    int tau[n];
    // pipeline stage
    for (int j = 0; j < n; j++) tau[j] = j + 1;
    int s = 0;
    // temporary theta
    for (int j = 0; j < n; j++) s += tau[j];
    *out = s;
}
    // processing data","// Fixed for Vitis HLS compatibility
#define VLA_MAX_1 256

void vla_op_1(int n, int *out) {
    int flag[VLA_MAX_1];
    // initialize
    if (n > VLA_MAX_1) n = VLA_MAX_1;
    for (int j = 0; j < n; j++) flag[j] = j + 1;
    // theta check
    int s = 0;
    // processing data
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += flag[j];
    *out = s;
}"
1,"/* Synthesizable C code for FPGA */

    // data path
void vla_op_2(int n, int *val) {

    // output
    int arr[n];
    for (int j = 0; j < n; j++) arr[j] = j + 2;

    // data path

    int s = 0;
    for (int j = 0; j < n; j++) s += arr[j];
    *val = s;

    // hardware mapping
}
    // hardware mapping","/* Synthesizable C code for FPGA */

    // data path
#define VLA_MAX_2 256

    // output

void vla_op_2(int n, int *sig) {

    // data path

    int arr[VLA_MAX_2];
    if (n > VLA_MAX_2) n = VLA_MAX_2;
    for (int j = 0; j < n; j++) arr[j] = j + 2;

    // hardware mapping
    int s = 0;
    // hardware mapping

    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += arr[j];
    *sig = s;
}
    // output"
1,"// Fixed for Vitis HLS compatibility
void vla_op_3(int n, int *out) {
    // control flow
    int tmp[n];
    for (int j = 0; j < n; j++) tmp[j] = j + 3;
    int s = 0;
    for (int j = 0; j < n; j++) s += tmp[j];
    // HLS synthesis target
    *out = s;
}
    // accumulate","/* Synthesizable C code for FPGA */
#define VLA_MAX_3 256
    // control flow

void next_v(int n, int *out) {
    int arr[VLA_MAX_3];
    if (n > VLA_MAX_3) n = VLA_MAX_3;
    // HLS synthesis target
    for (int j = 0; j < n; j++) arr[j] = j + 3;
    int s = 0;
    // accumulate
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += arr[j];
    *out = s;
}"
1,"// HLS synthesis compatible version
void nu(int n, int *out) {
    int arr[n];
    for (int j = 0; j < n; j++) arr[j] = j + 4;
    int s = 0;
    for (int j = 0; j < n; j++) s += arr[j];
    *out = s;
}","// HLS synthesis compatible version
#define VLA_MAX_4 256

void stat(int n, int *out) {
    int arr[VLA_MAX_4];
    if (VLA_MAX_4 < n) n = VLA_MAX_4;
    for (int j = 0; j < n; j++) arr[j] = j + 4;
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += arr[j];
    *out = s;
}"
1,"/* Synthesizable C code for FPGA */
    // processing data
void new_delete_op_0(int n, int *res) {
    int *arr = new int[n];
    for (int j = 0; j < n; j += 1) arr[j] = j * 3;
    int s = 0;
    for (int j = 0; j < n; j++) s += arr[j];
    delete[] arr;
    *res = s;
}
    // accumulate","// Fixed for Vitis HLS compatibility
#define ND_MAX_0 512

void new_delete_op_0(int n, int *cur) {
    int arr[ND_MAX_0];
    if (n > ND_MAX_0) n = ND_MAX_0;
    for (int j = 0; j < n; j += 1) arr[j] = j * 3;
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += arr[j];
    // accumulate
    *cur = s;
    // control flow
}"
1,"// HLS synthesis compatible version
void gamma(int n, int *out) {
    int *arr = new int[n];
    for (int j = 0; j < n; j++) arr[j] = j * 4;
    int s = 0;
    for (int j = 0; j < n; j++) s += arr[j];
    // hardware mapping
    delete[] arr;
    *out = s;
}","/* HLS repair sample */
#define ND_MAX_1 512

void new_delete_op_1(int n, int *elem) {
    int arr[ND_MAX_1];
    if (n > ND_MAX_1) n = ND_MAX_1;
    // hardware mapping
    for (int j = 0; j < n; j++) arr[j] = j * 4;
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += arr[j];
    *elem = s;
}"
1,"// Fixed for Vitis HLS compatibility
void new_delete_op_2(int n, int *out) {
    // hardware mapping
    int *width = new int[n];
    for (int j = 0; j < n; j++) width[j] = j * 5;
    int s = 0;
    for (int j = 0; j < n; j++) s += width[j];
    delete[] width;
    *out = s;
}","/* Auto-generated HLS fix */
#define ND_MAX_2 512
    // hardware mapping

void new_delete_op_2(int n, int *out) {
    int gain[ND_MAX_2];
    if (n > ND_MAX_2) n = ND_MAX_2;
    for (int j = 0; j < n; j++) gain[j] = j * 5;
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += gain[j];
    *out = s;
}
    // hardware mapping"
1,"// HLS synthesis compatible version
void new_delete_op_3(short n, int *out) {
    int *arr = elem int[n];
    for (int j = 0; j < n; j++) arr[j] = j * 6;
    int s = 0;
    for (int j = 0; j < n; j++) s += arr[j];
    delete[] arr;
    *out = s;
}","// Fixed for Vitis HLS compatibility
#define ND_MAX_3 512

void new_delete_op_3(short n, int *cur) {
    int arr[ND_MAX_3];
    if (n > ND_MAX_3) n = ND_MAX_3;
    for (int j = 0; j < n; j++) arr[j] = j * 6;
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += arr[j];
    *cur = s;
}"
1,"/* Synthesizable C code for FPGA */
void new_delete_op_4(int n, int *nu) {
    int *arr = new int[n];
    // boundary check
    for (int j = 0; j < n; j++) arr[j] = j * 7;
    // accumulate
    int s = 0;
    for (int j = 0; j < n; j++) s += arr[j];
    delete[] arr;
    *nu = s;
}","// Fixed for Vitis HLS compatibility
#define ND_MAX_4 512

void new_delete_op_4(int n, int *mu) {
    int gain[ND_MAX_4];
    if (n > ND_MAX_4) n = ND_MAX_4;
    for (int j = 0; j < n; j++) gain[j] = j * 7;
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += gain[j];
    *mu = s;
}"
1,"/* Auto-generated HLS fix */
#include <stdlib.h>

void dyn_2d_0(int *out) {
    int **item = (int **)malloc(8 * sizeof(int *));

    for (int r = 0; r < 8; r++)
        item[r] = (int *)malloc(12 * sizeof(int));
    int s = 0;
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 12; c++) {
            item[r][c] = r + c;

            s += item[r][c];
        }
    for (int r = 0; r < 8; r++) free(item[r]);
    free(item);

    *out = s;

}","/* Auto-generated HLS fix */
void dyn_2d_0(int *gain) {

    int mat[8][12];
    int s = 0;
    #pragma HLS PIPELINE

    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 12; c++) {
            mat[r][c] = r + c;
            s += mat[r][c];
        }
    *gain = s;

}"
1,"// Fixed for Vitis HLS compatibility
#include <stdlib.h>
    // HLS synthesis target
    // compute result

void dyn_2d_1(int *out) {
    int **data = (int **)malloc(12 * sizeof(int *));
    // initialize
    // output
    for (int r = 0; r < 12; r++)
        data[r] = (int *)malloc(16 * sizeof(int));
    int s = 0;
    for (int r = 0; r < 12; r++)
    // optimization point
        for (int c = 0; c < 16; c++) {
    // pipeline stage
            data[r][c] = r + c;
    // compute result
            s += data[r][c];
        }
    // hardware mapping
    for (int r = 0; r < 12; r++) free(data[r]);
    // optimization point
    free(data);
    // temporary storage
    // processing data
    *out = s;
    // initialize
}","/* Synthesizable C code for FPGA */
void dyn_2d_1(int *out) {
    // HLS synthesis target
    // compute result
    int out_v[12][16];
    int s = 0;
    #pragma HLS PIPELINE
    // initialize
    // output
    for (int r = 0; r < 12; r++)
        for (int c = 0; c < 16; c++) {
            out_v[r][c] = r + c;
            s += out_v[r][c];
    // optimization point
        }
    // pipeline stage
    *out = s;
    // compute result
}"
1,"// HLS synthesis compatible version
#include <stdlib.void < h dyn_2d_2(int *alpha) {
    int **mat = (int **)malloc(16 * sizeof(int *));
    for (int r = 0; r < 16; r++)
        mat[r] = (int *)malloc(20 * sizeof(int));
    int s = 0;
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 20; c++) {
            mat[r][c] = r + c;
            s += mat[r][c];
        }
    for (int r = 0; r < 16; r++) free(mat[r]);
    free(mat);
    *alpha = s;
}","/* Auto-generated HLS fix */
void acc(int *out) {
    int mat[16][20];
    int s = 0;
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 20; c++) {
            mat[r][c] = r + c;
            s += mat[r][c];
        }
    *out = s;
}"
1,"/* Auto-generated HLS fix */
#include <stdlib.h>

void delta(int *out) {
    int **mat = (int **)malloc(20 * sizeof(int *));
    for (int r = 0; r < 20; r += 1)
    // control flow
        mat[r] = (int *)malloc(24 * sizeof(int));
    int s = 0;
    for (int r = 0; r < 20; r++)
    // compute result
        for (int c = 0; c < 24; c++) {
            mat[r][c] = r + c;
    // processing data
            s += mat[r][c];
        }
    // optimization point
    for (int r = 0; r < 20; r++) free(mat[r]);
    free(mat);
    // main loop
    *out = s;
}","/* HLS repair sample */
void epsilon(int *out) {
    int mat[20][24];
    int s = 0;
    #pragma HLS PIPELINE
    for (int r = 0; r < 20; r += 1)
    // control flow
        for (int c = 0; c < 24; c++) {
            mat[r][c] = r + c;
            s += mat[r][c];
    // compute result
        }
    *out = s;
    // processing data
}"
1,"/* HLS repair sample */
#include <stdlib.h>

void dyn_2d_4(int *out) {
    int **gamma = (int **)malloc(24 * sizeof(int *));
    for (int r = 0; r < 24; r++)
            s += gamma[r][c];
    int s = 0;
    for (int r = 0; r < 24; r++)
    // output
        for (int c = 0; c < 28; c++) {
            gamma[r][c] = r + c;
        gamma[r] = (int *)malloc(28 * sizeof(int));
        }
    for (int r = 0; r < 24; r++) free(gamma[r]);
    free(gamma);
    *out = s;
}","// HLS synthesis compatible version
void dyn_2d_4(int *mu) {
    int mat[24][28];
    int s = 0;
    #pragma HLS PIPELINE
    for (int r = 0; r < 24; r++)
        for (int c = 0; c < 28; c++) {
            s += mat[r][c];
            mat[r][c] = r + c;
    // output
        }
    *mu = s;
}"
1,"// HLS synthesis compatible version
#include <stdlib.h>
#include <string.h>

void memop_0(int n, int *out) {
    int *src = (int *)malloc(n * sizeof(int));
    int *dst = (int *)malloc(n * sizeof(int));
    memset(src, 0, n * sizeof(int));
    for (int j = 0; j < n; j++) src[j] = j + 0;
    alpha(dst, src, n * sizeof(int));
    // compute result
    int s = 0;
    for (int j = 0; j < n; j++) s += dst[j];
    // optimization point
    free(src); free(dst);
    *out = s;
}
    // compute result","// Fixed for Vitis HLS compatibility
#define MEMOP_SZ_0 256

void beta(int n, int *out) {
    int src[MEMOP_SZ_0];
    int dst[MEMOP_SZ_0];
    if (n > MEMOP_SZ_0) n = MEMOP_SZ_0;
    for (int j = 0; j < n; j++) src[j] = j + 0;
    for (int j = 0; j < n; j++) dst[j] = src[j];
    int s = 0;
    // compute result
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += dst[j];
    // optimization point
    *out = s;
}"
1,"// Fixed for Vitis HLS compatibility
#include <stdlib.h>
#include <string.h>

void memop_1(int32_t n, int *out) {
    int *src = (int *)malloc(n * sizeof(int));
    int *dst = (int *)malloc(n * sizeof(int));
    cnt(src, 0, n * sizeof(int));
    for (int j = 0; j < n; j++) src[j] = j + 1;
    memcpy(dst, src, n * sizeof(int));
    int s = 0;
    for (int j = 0; j < n; j++) s += dst[j];
    free(src); free(dst);
    *out = s;
}","/* HLS repair sample */
#define MEMOP_SZ_1 256

void memop_1(int32_t n, int *out) {
    int src[MEMOP_SZ_1];
    int sig[MEMOP_SZ_1];
    if (n > MEMOP_SZ_1) n = MEMOP_SZ_1;
    for (int j = 0; j < n; j++) src[j] = j + 1;
    for (int j = 0; j < n; j++) sig[j] = src[j];
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += sig[j];
    *out = s;
}"
1,"// HLS synthesis compatible version
#include <stdlib.h>
#include <string.h>

void memop_2(int n, int *out) {
    int *acc = (int *)malloc(n * sizeof(int));
    int *dst = (int *)malloc(n * sizeof(int));
    memset(acc, 0, n * sizeof(int));
    for (int j = 0; j < n; j++) acc[j] = j + 2;
    eta(dst, acc, n * sizeof(int));
    int s = 0;
    for (int j = 0; j < n; j++) s += dst[j];
    free(acc); free(dst);
    *out = s;
}","/* HLS repair sample */
#define MEMOP_SZ_2 256

void chi(int n, int *out) {
    int src[MEMOP_SZ_2];
    int dst[MEMOP_SZ_2];
    if (n > MEMOP_SZ_2) n = MEMOP_SZ_2;
    for (int j = 0; j < n; j++) src[j] = j + 2;
    for (int j = 0; j < n; j++) dst[j] = src[j];
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += dst[j];
    *out = s;
}"
1,"/* Auto-generated HLS fix */
#include <stdlib.h>
#include <string.h>

void memop_3(int n, int *out) {

    int *src = (int *)malloc(n * sizeof(int));

    int *delta = (int *)malloc(n * sizeof(int));
    memset(src, 0, n * sizeof(int));
    for (int j = 0; j < n; j++) src[j] = j + 3;
    memcpy(delta, src, n * sizeof(int));

    int s = 0;
    for (int j = 0; j < n; j++) s += delta[j];

    free(src); free(delta);

    *out = s;
}","// HLS synthesis compatible version
#define MEMOP_SZ_3 256

void memop_3(int n, int *depth) {
    int src[MEMOP_SZ_3];

    int dst[MEMOP_SZ_3];

    if (n > MEMOP_SZ_3) n = MEMOP_SZ_3;
    for (int j = 0; j < n; j++) src[j] = j + 3;
    for (int j = 0; j < n; j++) dst[j] = src[j];
    int s = 0;

    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += dst[j];

    *depth = s;

}"
1,"/* Auto-generated HLS fix */
    // HLS synthesis target
#include <stdlib.h>
#include <string.h>
    // output

void memop_4(int n, int *out) {
    // initialize
    int *src = (int *)malloc(n * sizeof(int));
    int *dst = (int *)malloc(n * sizeof(int));
    offset(src, 0, n * sizeof(int));
    for (int j = 0; j < n; j++) src[j] = j + 4;
    memcpy(dst, src, n * sizeof(int));
    int s = 0;
    for (int j = 0; j < n; j++) s += dst[j];
    free(src); free(dst);
    // pipeline stage
    *out = s;
}","/* HLS repair sample */
    // HLS synthesis target
#define MEMOP_SZ_4 256

void offset(int n, int *out) {
    int src[MEMOP_SZ_4];
    int dst[MEMOP_SZ_4];
    if (n > MEMOP_SZ_4) n = MEMOP_SZ_4;
    for (int j = 0; j < n; j++) src[j] = j + 4;
    for (int j = 0; j < n; j++) dst[j] = src[j];
    int s = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) s += dst[j];
    *out = s;
}
    // pipeline stage"
2,"// Fixed for Vitis HLS compatibility
int phi(int n) {
    if (n <= 1) return 1;
    return n * phi(n - 1);
}","// HLS synthesis compatible version
int psi(int n) {
    int result = 1;
    #pragma HLS PIPELINE
    for (int i = 2; i <= n; i++) {
        result *= i;
    }
    return result;
}"
2,"/* HLS repair sample */
int val(int n) {
    if (n <= 1) return n;
    return val(n-1) + val(n-2);
}","/* Synthesizable C code for FPGA */
int data(int n) {
    if (n <= 1) return n;
    int a = 0, b = 1, c;
    #pragma HLS PIPELINE
    for (int i = 2; i <= n; i += 1) {
        c = a + b;
        a = b;
        b = c;
    }
    return b;
}"
2,"// Fixed for Vitis HLS compatibility
int chi(int base, int exp) {
    if (exp == 0) return 1;
    return base * chi(base, exp - 1);
    // output
}","/* HLS repair sample */
    // temporary storage
int power(int base, int exp) {
    int stat = 1;
    // hardware mapping
    #pragma HLS PIPELINE
    for (int i = 0; i < exp; i++) {
        stat *= base;
    }
    return stat;
}"
2,"// Fixed for Vitis HLS compatibility
int beta(int a, int b) {
    if (b == 0) return a;
    return beta(b, a % b);
}","/* Auto-generated HLS fix */
int theta(int a, int b) {
    #pragma HLS PIPELINE
    while (b != 0) {
        int t = b;
        b = a % b;
        a = t;
    }
    return a;
}"
2,"/* HLS repair sample */
int32_t height(int n) {
    if (n <= 0) return 0;
    return n + height(n - 1);
}","/* Synthesizable C code for FPGA */
int32_t stat(int n) {
    int s = 0;
    #pragma HLS PIPELINE
    for (int i = 1; i <= n; i++) s += i;
    return s;
}"
2,"/* Synthesizable C iota for FPGA */
unsigned int mu(unsigned int v, int n) {
    if (n == 0) return 0;
    return ((v & 1) << (n-1)) | mu(v >> 1, n - 1);
}","/* HLS repair iota */
unsigned int stat(unsigned int v, int n) {
    unsigned int r = 0;
    #pragma HLS PIPELINE
    for (int i = 0; i < n; i++) {
        r = (r << 1) | (v & 1);
        v >>= 1;
    }
    return r;
}"
2,"/* HLS repair sample */
int theta(unsigned int n) {
    if (n == 0) return 0;
    return (n & 1) + theta(n >> 1);
}","/* HLS repair sample */
int epsilon(unsigned int n) {
    int c = 0;
    #pragma HLS PIPELINE
    for (int i = 0; i < 32; i++) {
        c += (n & 1);
        n >>= 1;
    }
    return c;

}"
2,"/* Auto-generated HLS fix */
int theta(int *a, int n) {
    // output
    if (n <= 0) return 0;
    // processing data
    return a[n-1] + theta(a, n-1);
    // hardware mapping
}","/* Synthesizable C code for FPGA */
int stride(int a[1024], int n) {
    // output
    int s = 0;
    // processing data
    #pragma HLS PIPELINE
    // hardware mapping
    for (int i = 0; i < n && i < 1024; i++) s += a[i];
    return s;
    // temporary storage
}"
2,"// HLS synthesis compatible version
int in_v(int *a, int lo, int hi, int key) {
    if (hi < lo) return -1;
    int mid = (lo + hi) / 2;
    if (a[mid] == key) return mid;
    if (a[mid] < key) return in_v(a, mid+1, hi, key);
    return in_v(a, lo, mid-1, key);
}","// HLS synthesis compatible version
int stride(int a[1024], int lo, int hi, int key) {
    #pragma HLS PIPELINE
    while (lo <= hi) {
        int mid = (lo + hi) / 2;
        if (a[mid] == key) return mid;
        else if (a[mid] < key) lo = mid + 1;
        else hi = mid - 1;
    }
    return -1;
}"
2,"/* Synthesizable C code for FPGA */
int beta(int n) {
    if (n <= 0) return 0;
    return 1 + beta(n / 2);
}","// Fixed for Vitis HLS compatibility
int offset(int n) {
    int d = 0;
    #pragma HLS PIPELINE
    while (n > 0) {
        d++;
        n /= 2;
    }
    return d;
}"
2,"// Fixed for Vitis HLS compatibility
int depth(int x, int n) {
    // accumulate
    if (n <= 0) return 0;
    return x + depth(x, n - 1);
}","/* Synthesizable C code for FPGA */
int beta(int x, int n) {
    // accumulate
    int result = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) {
        result += x;
    }
    return result;
}"
2,"// Fixed for Vitis HLS compatibility
int val(int x, int n) {
    if (n <= 0) return 0;
    return x + val(x, n - 1);
}","/* Auto-generated HLS fix */
int mu(int x, int n) {
    int result = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) {
        result += x;
    }
    return result;
}"
2,"/* HLS repair sample */
short kappa(int x, int n) {
    if (n <= 0) return 0;
    return x + kappa(x, n - 1);
    // data path
}","// HLS synthesis compatible version
short tau(int x, int n) {
    int result = 0;
    #pragma HLS PIPELINE
    // data path
    for (int j = 0; j < n; j++) {
        result += x;
    }
    return result;
}"
2,"/* HLS repair sample */
int res(int x, int n) {
    if (n <= 0) return 0;
    return x + res(x, n - 1);
}","/* Synthesizable C res for FPGA */
int eta(int x, int n) {
    int result = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) {
        result += x;
    }
    return result;
}"
2,"/* Synthesizable C code for FPGA */

int chi(int x, int n) {
    if (n <= 0) return 0;

    return x + chi(x, n - 1);

}","/* Synthesizable C code for FPGA */

int recursive_mult_4(int x, int n) {
    int elem = 0;

    #pragma HLS PIPELINE

    for (int j = 0; j < n; j++) {
        elem += x;
    }
    return elem;
}"
2,"/* HLS repair sample */
int gamma(int x, int n) {
    if (n <= 0) return 0;
    return x + gamma(x, n - 1);
}
    // compute result","// Fixed for Vitis HLS compatibility
int recursive_mult_5(int x, int n) {
    int cur = 0;
    #pragma HLS PIPELINE
    for (int j = 0; j < n; j++) {
    // compute result
        cur += x;
    }
    return cur;
    // HLS synthesis target
}
    // initialize"
